_id;album;musica;compositor;genero
1918;Milton Nascimento Ao Vivo;Paisagem Na Janela;Lô Borges, Fernando Brant;Latin
1919;Milton Nascimento Ao Vivo;Cuitelinho;Folclore;Latin
1920;Milton Nascimento Ao Vivo;Caxangá;Milton Nascimento, Fernando Brant;Latin
1921;Milton Nascimento Ao Vivo;Nos Bailes Da Vida;Milton Nascimento, Fernando Brant;Latin
1922;Milton Nascimento Ao Vivo;Menestrel Das Alagoas;Milton Nascimento, Fernando Brant;Latin
1923;Milton Nascimento Ao Vivo;Brasil;Milton Nascimento, Fernando Brant;Latin
1924;Milton Nascimento Ao Vivo;Canção Do Novo Mundo;Beto Guedes, Ronaldo Bastos;Latin
1925;Milton Nascimento Ao Vivo;Um Gosto De Sol;Milton Nascimento, Ronaldo Bastos;Latin
1926;Milton Nascimento Ao Vivo;Solar;Milton Nascimento, Fernando Brant;Latin
1927;Milton Nascimento Ao Vivo;Para Lennon E McCartney;Lô Borges, Márcio Borges, Fernando Brant;Latin
1928;Milton Nascimento Ao Vivo;Maria, Maria;Milton Nascimento, Fernando Brant;Latin
1929;Minas;Minas;Milton Nascimento, Caetano Veloso;Latin
1930;Minas;Fé Cega, Faca Amolada;Milton Nascimento, Ronaldo Bastos;Latin
1931;Minas;Beijo Partido;Toninho Horta;Latin
1932;Minas;Saudade Dos Aviões Da Panair (Conversando No Bar);Milton Nascimento, Fernando Brant;Latin
1933;Minas;Gran Circo;Milton Nascimento, Márcio Borges;Latin
1934;Minas;Ponta de Areia;Milton Nascimento, Fernando Brant;Latin
1935;Minas;Trastevere;Milton Nascimento, Ronaldo Bastos;Latin
1936;Minas;Idolatrada;Milton Nascimento, Fernando Brant;Latin
1937;Minas;Leila (Venha Ser Feliz);Milton Nascimento;Latin
1938;Minas;Paula E Bebeto;Milton Nascimento, Caetano Veloso;Latin
1939;Minas;Simples;Nelson Angelo;Latin
1940;Minas;Norwegian Wood;John Lennon, Paul McCartney;Latin
1941;Minas;Caso Você Queira Saber;Beto Guedes, Márcio Borges;Latin
2030;Olodum;Requebra;;Latin
2031;Olodum;Nossa Gente (Avisa Là);;Latin
2032;Olodum;Olodum - Alegria Geral;;Latin
2033;Olodum;Madagáscar Olodum;;Latin
2034;Olodum;Faraó Divindade Do Egito;;Latin
2035;Olodum;Todo Amor (Asas Da Liberdade);;Latin
2036;Olodum;Denúncia;;Latin
2037;Olodum;Olodum, A Banda Do Pelô;;Latin
2038;Olodum;Cartao Postal;;Latin
2039;Olodum;Jeito Faceiro;;Latin
2040;Olodum;Revolta Olodum;;Latin
2041;Olodum;Reggae Odoyá;;Latin
2042;Olodum;Protesto Do Olodum (Ao Vivo);;Latin
2043;Olodum;Olodum - Smile (Instrumental);;Latin
2044;Acústico MTV;Vulcão Dub - Fui Eu;Bi Ribeira/Herbert Vianna/João Barone;Latin
2045;Acústico MTV;O Trem Da Juventude;Herbert Vianna;Latin
2046;Acústico MTV;Manguetown;Chico Science/Dengue/Lúcio Maia;Latin
2047;Acústico MTV;Um Amor, Um Lugar;Herbert Vianna;Latin
2048;Acústico MTV;Bora-Bora;Herbert Vianna;Latin
2049;Acústico MTV;Vai Valer;Herbert Vianna;Latin
2050;Acústico MTV;I Feel Good (I Got You) - Sossego;James Brown/Tim Maia;Latin
2051;Acústico MTV;Uns Dias;Herbert Vianna;Latin
2052;Acústico MTV;Sincero Breu;C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva;Latin
2053;Acústico MTV;Meu Erro;Herbert Vianna;Latin
2054;Acústico MTV;Selvagem;Bi Ribeiro/Herbert Vianna/João Barone;Latin
2055;Acústico MTV;Brasília 5:31;Herbert Vianna;Latin
2056;Acústico MTV;Tendo A Lua;Herbert Vianna/Tet Tillett;Latin
2057;Acústico MTV;Que País É Este;Renato Russo;Latin
2058;Acústico MTV;Navegar Impreciso;Herbert Vianna;Latin
2059;Acústico MTV;Feira Moderna;Beto Guedes/Fernando Brant/L Borges;Latin
2060;Acústico MTV;Tequila - Lourinha Bombril (Parate Y Mira);Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna;Latin
2061;Acústico MTV;Vamo Batê Lata;Herbert Vianna;Latin
2062;Acústico MTV;Life During Wartime;Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth;Latin
2063;Acústico MTV;Nebulosa Do Amor;Herbert Vianna;Latin
2064;Acústico MTV;Caleidoscópio;Herbert Vianna;Latin
2065;Arquivo II;Trac Trac;Fito Paez/Herbert Vianna;Latin
2066;Arquivo II;Tendo A Lua;Herbert Vianna/Tetê Tillet;Latin
2067;Arquivo II;Mensagen De Amor (2000);Herbert Vianna;Latin
2068;Arquivo II;Lourinha Bombril;Bahiano/Diego Blanco/Herbert Vianna;Latin
2069;Arquivo II;La Bella Luna;Herbert Vianna;Latin
2070;Arquivo II;Busca Vida;Herbert Vianna;Latin
2071;Arquivo II;Uma Brasileira;Carlinhos Brown/Herbert Vianna;Latin
2072;Arquivo II;Luis Inacio (300 Picaretas);Herbert Vianna;Latin
2073;Arquivo II;Saber Amar;Herbert Vianna;Latin
2074;Arquivo II;Ela Disse Adeus;Herbert Vianna;Latin
2075;Arquivo II;O Amor Nao Sabe Esperar;Herbert Vianna;Latin
2076;Arquivo II;Aonde Quer Que Eu Va;Herbert Vianna/Paulo Sérgio Valle;Latin
2077;Arquivo Os Paralamas Do Sucesso;Caleidoscópio;;Latin
2078;Arquivo Os Paralamas Do Sucesso;Óculos;;Latin
2079;Arquivo Os Paralamas Do Sucesso;Cinema Mudo;;Latin
2080;Arquivo Os Paralamas Do Sucesso;Alagados;;Latin
2081;Arquivo Os Paralamas Do Sucesso;Lanterna Dos Afogados;;Latin
2082;Arquivo Os Paralamas Do Sucesso;Melô Do Marinheiro;;Latin
2083;Arquivo Os Paralamas Do Sucesso;Vital E Sua Moto;;Latin
2084;Arquivo Os Paralamas Do Sucesso;O Beco;;Latin
2085;Arquivo Os Paralamas Do Sucesso;Meu Erro;;Latin
2086;Arquivo Os Paralamas Do Sucesso;Perplexo;;Latin
2087;Arquivo Os Paralamas Do Sucesso;Me Liga;;Latin
2088;Arquivo Os Paralamas Do Sucesso;Quase Um Segundo;;Latin
2089;Arquivo Os Paralamas Do Sucesso;Selvagem;;Latin
2090;Arquivo Os Paralamas Do Sucesso;Romance Ideal;;Latin
2091;Arquivo Os Paralamas Do Sucesso;Será Que Vai Chover?;;Latin
2092;Arquivo Os Paralamas Do Sucesso;SKA;;Latin
2751;Serie Sem Limite (Disc 1);Primavera;Genival Cassiano/Silvio Rochael;Latin
2752;Serie Sem Limite (Disc 1);Chocolate;Tim Maia;Latin
2753;Serie Sem Limite (Disc 1);Azul Da Cor Do Mar;Tim Maia;Latin
2754;Serie Sem Limite (Disc 1);O Descobridor Dos Sete Mares;Gilson Mendonça/Michel;Latin
2755;Serie Sem Limite (Disc 1);Até Que Enfim Encontrei Você;Tim Maia;Latin
2756;Serie Sem Limite (Disc 1);Coroné Antonio Bento;Do Vale, João/Luiz Wanderley;Latin
2757;Serie Sem Limite (Disc 1);New Love;Tim Maia;Latin
2758;Serie Sem Limite (Disc 1);Não Vou Ficar;Tim Maia;Latin
2759;Serie Sem Limite (Disc 1);Música No Ar;Tim Maia;Latin
2760;Serie Sem Limite (Disc 1);Salve Nossa Senhora;Carlos Imperial/Edardo Araújo;Latin
2761;Serie Sem Limite (Disc 1);Você Fugiu;Genival Cassiano;Latin
2762;Serie Sem Limite (Disc 1);Cristina Nº 2;Carlos Imperial/Tim Maia;Latin
2763;Serie Sem Limite (Disc 1);Compadre;Tim Maia;Latin
2764;Serie Sem Limite (Disc 1);Over Again;Tim Maia;Latin
2765;Serie Sem Limite (Disc 1);Réu Confesso;Tim Maia;Latin
2766;Serie Sem Limite (Disc 2);O Que Me Importa;;Latin
2767;Serie Sem Limite (Disc 2);Gostava Tanto De Você;;Latin
2768;Serie Sem Limite (Disc 2);Você;;Latin
2769;Serie Sem Limite (Disc 2);Não Quero Dinheiro;;Latin
2770;Serie Sem Limite (Disc 2);Eu Amo Você;;Latin
2771;Serie Sem Limite (Disc 2);A Festa Do Santo Reis;;Latin
2772;Serie Sem Limite (Disc 2);I Don't Know What To Do With Myself;;Latin
2773;Serie Sem Limite (Disc 2);Padre Cícero;;Latin
2774;Serie Sem Limite (Disc 2);Nosso Adeus;;Latin
2775;Serie Sem Limite (Disc 2);Canário Do Reino;;Latin
2776;Serie Sem Limite (Disc 2);Preciso Ser Amado;;Latin
2777;Serie Sem Limite (Disc 2);Balanço;;Latin
2778;Serie Sem Limite (Disc 2);Preciso Aprender A Ser Só;;Latin
2779;Serie Sem Limite (Disc 2);Esta É A Canção;;Latin
2780;Serie Sem Limite (Disc 2);Formigueiro;;Latin
3117;Vinicius De Moraes;Pela Luz Dos Olhos Teus;;Latin
3118;Vinicius De Moraes;A Bencao E Outros;;Latin
3119;Vinicius De Moraes;Tudo Na Mais Santa Paz;;Latin
3120;Vinicius De Moraes;O Velho E Aflor;;Latin
3121;Vinicius De Moraes;Cotidiano N 2;;Latin
3122;Vinicius De Moraes;Adeus;;Latin
3123;Vinicius De Moraes;Samba Pra Endrigo;;Latin
3124;Vinicius De Moraes;So Por Amor;;Latin
3125;Vinicius De Moraes;Meu Pranto Rolou;;Latin
3126;Vinicius De Moraes;Mulher Carioca;;Latin
3127;Vinicius De Moraes;Um Homem Chamado Alfredo;;Latin
3128;Vinicius De Moraes;Samba Do Jato;;Latin
3129;Vinicius De Moraes;Oi, La;;Latin
3130;Vinicius De Moraes;Vinicius, Poeta Do Encontro;;Latin
3131;Vinicius De Moraes;Soneto Da Separacao;;Latin
3146;Ao Vivo [IMPORT];Faixa Amarela;Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho;Latin
3147;Ao Vivo [IMPORT];Posso Até Me Apaixonar;Dudu Nobre;Latin
3148;Ao Vivo [IMPORT];Não Sou Mais Disso;Jorge Aragão/Zeca Pagodinho;Latin
3149;Ao Vivo [IMPORT];Vivo Isolado Do Mundo;Alcides Dias Lopes;Latin
3150;Ao Vivo [IMPORT];Coração Em Desalinho;Mauro Diniz/Ratino Sigem;Latin
3151;Ao Vivo [IMPORT];Seu Balancê;Paulinho Rezende/Toninho Geraes;Latin
3152;Ao Vivo [IMPORT];Vai Adiar;Alcino Corrêa/Monarco;Latin
3153;Ao Vivo [IMPORT];Rugas;Augusto Garcez/Nelson Cavaquinho;Latin
3154;Ao Vivo [IMPORT];Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja;Arlindo Cruz/Franco/Marquinhos PQD/Negro, Jovelina Pérolo/Zeca Pagodinho;Latin
3155;Ao Vivo [IMPORT];Sem Essa de Malandro Agulha;Aldir Blanc/Jayme Vignoli;Latin
3156;Ao Vivo [IMPORT];Chico Não Vai na Corimba;Dudu Nobre/Zeca Pagodinho;Latin
3157;Ao Vivo [IMPORT];Papel Principal;Almir Guineto/Dedé Paraiso/Luverci Ernesto;Latin
3158;Ao Vivo [IMPORT];Saudade Louca;Acyr Marques/Arlindo Cruz/Franco;Latin
3159;Ao Vivo [IMPORT];Camarão que Dorme e Onda Leva;Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho;Latin
3160;Ao Vivo [IMPORT];Sapopemba e Maxambomba;Nei Lopes/Wilson Moreira;Latin
3161;Ao Vivo [IMPORT];Minha Fé;Murilão;Latin
3162;Ao Vivo [IMPORT];Lua de Ogum;Ratinho/Zeca Pagodinho;Latin
3163;Ao Vivo [IMPORT];Samba pras moças;Grazielle/Roque Ferreira;Latin
3164;Ao Vivo [IMPORT];Verdade;Carlinhos Santana/Nelson Rufino;Latin
3356;Duos II;Muita Bobeira;Luciana Souza;Latin
282;Acústico MTV [Live];Girassol;Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido;Reggae
283;Acústico MTV [Live];A Sombra Da Maldade;Da Gama/Toni Garrido;Reggae
284;Acústico MTV [Live];Johnny B. Goode;Chuck Berry;Reggae
285;Acústico MTV [Live];Soldado Da Paz;Herbert Vianna;Reggae
286;Acústico MTV [Live];Firmamento;Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers;Reggae
287;Acústico MTV [Live];Extra;Gilberto Gil;Reggae
288;Acústico MTV [Live];O Erê;Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido;Reggae
289;Acústico MTV [Live];Podes Crer;Bino Farias/Da Gama/Lazão/Toni Garrido;Reggae
290;Acústico MTV [Live];A Estrada;Bino Farias/Da Gama/Lazão/Toni Garrido;Reggae
291;Acústico MTV [Live];Berlim;Da Gama/Toni Garrido;Reggae
292;Acústico MTV [Live];Já Foi;Bino Farias/Da Gama/Lazão/Toni Garrido;Reggae
293;Acústico MTV [Live];Onde Você Mora?;Marisa Monte/Nando Reis;Reggae
294;Acústico MTV [Live];Pensamento;Bino Farias/Da Gamma/Lazão/Rás Bernard;Reggae
295;Acústico MTV [Live];Conciliação;Da Gama/Lazão/Rás Bernardo;Reggae
296;Acústico MTV [Live];Realidade Virtual;Bino Farias/Da Gama/Lazão/Toni Garrido;Reggae
297;Acústico MTV [Live];Mensagem;Bino Farias/Da Gama/Lazão/Rás Bernardo;Reggae
298;Acústico MTV [Live];A Cor Do Sol;Bernardo Vilhena/Da Gama/Lazão;Reggae
299;Cidade Negra - Hits;Onde Você Mora?;Marisa Monte/Nando Reis;Reggae
300;Cidade Negra - Hits;O Erê;Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido;Reggae
301;Cidade Negra - Hits;A Sombra Da Maldade;Da Gama/Toni Garrido;Reggae
302;Cidade Negra - Hits;A Estrada;Da Gama/Lazao/Toni Garrido;Reggae
303;Cidade Negra - Hits;Falar A Verdade;Bino/Da Gama/Ras Bernardo;Reggae
304;Cidade Negra - Hits;Firmamento;Harry Lawes/Winston Foster-Vers;Reggae
305;Cidade Negra - Hits;Pensamento;Bino/Da Gama/Ras Bernardo;Reggae
306;Cidade Negra - Hits;Realidade Virtual;Bino/Da Gamma/Lazao/Toni Garrido;Reggae
307;Cidade Negra - Hits;Doutor;Bino/Da Gama/Toni Garrido;Reggae
308;Cidade Negra - Hits;Na Frente Da TV;Bino/Da Gama/Lazao/Ras Bernardo;Reggae
309;Cidade Negra - Hits;Downtown;Cidade Negra;Reggae
310;Cidade Negra - Hits;Sábado A Noite;Lulu Santos;Reggae
311;Cidade Negra - Hits;A Cor Do Sol;Bernardo Vilhena/Da Gama/Lazao;Reggae
312;Cidade Negra - Hits;Eu Também Quero Beijar;Fausto Nilo/Moraes Moreira/Pepeu Gomes;Reggae
2216;Greatest Hits;Johnny B. Goode;;Reggae
2217;Greatest Hits;Don't Look Back;;Reggae
2218;Greatest Hits;Jah Seh No;;Reggae
2219;Greatest Hits;I'm The Toughest;;Reggae
2220;Greatest Hits;Nothing But Love;;Reggae
2221;Greatest Hits;Buk-In-Hamm Palace;;Reggae
2222;Greatest Hits;Bush Doctor;;Reggae
2223;Greatest Hits;Wanted Dread And Alive;;Reggae
2224;Greatest Hits;Mystic Man;;Reggae
2225;Greatest Hits;Coming In Hot;;Reggae
2226;Greatest Hits;Pick Myself Up;;Reggae
2227;Greatest Hits;Crystal Ball;;Reggae
2228;Greatest Hits;Equal Rights Downpresser Man;;Reggae
3038;UB40 The Best Of - Volume Two [UK];Breakfast In Bed;;Reggae
3039;UB40 The Best Of - Volume Two [UK];Where Did I Go Wrong;;Reggae
3040;UB40 The Best Of - Volume Two [UK];I Would Do For You;;Reggae
3041;UB40 The Best Of - Volume Two [UK];Homely Girl;;Reggae
3042;UB40 The Best Of - Volume Two [UK];Here I Am (Come And Take Me);;Reggae
3043;UB40 The Best Of - Volume Two [UK];Kingston Town;;Reggae
3044;UB40 The Best Of - Volume Two [UK];Wear You To The Ball;;Reggae
3045;UB40 The Best Of - Volume Two [UK];(I Can't Help) Falling In Love With You;;Reggae
3046;UB40 The Best Of - Volume Two [UK];Higher Ground;;Reggae
3047;UB40 The Best Of - Volume Two [UK];Bring Me Your Cup;;Reggae
3048;UB40 The Best Of - Volume Two [UK];C'est La Vie;;Reggae
3049;UB40 The Best Of - Volume Two [UK];Reggae Music;;Reggae
3050;UB40 The Best Of - Volume Two [UK];Superstition;;Reggae
3051;UB40 The Best Of - Volume Two [UK];Until My Dying Day;;Reggae
323;Axé Bahia 2001;Dig-Dig, Lambe-Lambe (Ao Vivo);Cassiano Costa/Cintia Maviane/J.F./Lucas Costa;Pop
324;Axé Bahia 2001;Pererê;Augusto Conceição/Chiclete Com Banana;Pop
325;Axé Bahia 2001;TriboTchan;Cal Adan/Paulo Levi;Pop
326;Axé Bahia 2001;Tapa Aqui, Descobre Ali;Paulo Levi/W. Rangel;Pop
327;Axé Bahia 2001;Daniela;Jorge Cardoso/Pierre Onasis;Pop
328;Axé Bahia 2001;Bate Lata;Fábio Nolasco/Gal Sales/Ivan Brasil;Pop
329;Axé Bahia 2001;Garotas do Brasil;Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira;Pop
330;Axé Bahia 2001;Levada do Amor (Ailoviu);Luiz Wanderley/Paulo Levi;Pop
331;Axé Bahia 2001;Lavadeira;Do Vale, Valverde/Gal Oliveira/Luciano Pinto;Pop
332;Axé Bahia 2001;Reboladeira;Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill;Pop
333;Axé Bahia 2001;É que Nessa Encarnação Eu Nasci Manga;Lucina/Luli;Pop
334;Axé Bahia 2001;Reggae Tchan;Cal Adan/Del Rey, Tension/Edu Casanova;Pop
335;Axé Bahia 2001;My Love;Jauperi/Zeu Góes;Pop
336;Axé Bahia 2001;Latinha de Cerveja;Adriano Bernandes/Edmar Neves;Pop
3253;Instant Karma: The Amnesty International Campaign to Save Darfur;Instant Karma;;Pop
3254;Instant Karma: The Amnesty International Campaign to Save Darfur;#9 Dream;;Pop
3255;Instant Karma: The Amnesty International Campaign to Save Darfur;Mother;;Pop
3256;Instant Karma: The Amnesty International Campaign to Save Darfur;Give Peace a Chance;;Pop
3257;Instant Karma: The Amnesty International Campaign to Save Darfur;Cold Turkey;;Pop
3258;Instant Karma: The Amnesty International Campaign to Save Darfur;Whatever Gets You Thru the Night;;Pop
3259;Instant Karma: The Amnesty International Campaign to Save Darfur;I'm Losing You;;Pop
3260;Instant Karma: The Amnesty International Campaign to Save Darfur;Gimme Some Truth;;Pop
3261;Instant Karma: The Amnesty International Campaign to Save Darfur;Oh, My Love;;Pop
3262;Instant Karma: The Amnesty International Campaign to Save Darfur;Imagine;;Pop
3263;Instant Karma: The Amnesty International Campaign to Save Darfur;Nobody Told Me;;Pop
3264;Instant Karma: The Amnesty International Campaign to Save Darfur;Jealous Guy;;Pop
3265;Instant Karma: The Amnesty International Campaign to Save Darfur;Working Class Hero;;Pop
3266;Instant Karma: The Amnesty International Campaign to Save Darfur;Power to the People;;Pop
3267;Instant Karma: The Amnesty International Campaign to Save Darfur;Imagine;;Pop
3268;Instant Karma: The Amnesty International Campaign to Save Darfur;Beautiful Boy;;Pop
3269;Instant Karma: The Amnesty International Campaign to Save Darfur;Isolation;;Pop
3270;Instant Karma: The Amnesty International Campaign to Save Darfur;Watching the Wheels;;Pop
3271;Instant Karma: The Amnesty International Campaign to Save Darfur;Grow Old With Me;;Pop
3272;Instant Karma: The Amnesty International Campaign to Save Darfur;Gimme Some Truth;;Pop
3273;Instant Karma: The Amnesty International Campaign to Save Darfur;[Just Like] Starting Over;;Pop
3274;Instant Karma: The Amnesty International Campaign to Save Darfur;God;;Pop
3275;Instant Karma: The Amnesty International Campaign to Save Darfur;Real Love;;Pop
3467;Frank;Intro / Stronger Than Me;;Pop
3468;Frank;You Sent Me Flying / Cherry;;Pop
3469;Frank;F**k Me Pumps;Salaam Remi;Pop
3470;Frank;I Heard Love Is Blind;;Pop
3471;Frank;(There Is) No Greater Love (Teo Licks);Isham Jones & Marty Symes;Pop
3472;Frank;In My Bed;Salaam Remi;Pop
3473;Frank;Take the Box;Luke Smith;Pop
3474;Frank;October Song;Matt Rowe & Stefan Skarbek;Pop
3475;Frank;What Is It About Men;"Delroy ""Chris"" Cooper, Donovan Jackson, Earl Chinna Smith, Felix Howard, Gordon Williams, Luke Smith, Paul Watson & Wilburn Squiddley Cole";Pop
3476;Frank;Help Yourself;Freddy James, Jimmy hogarth & Larry Stock;Pop
3477;Frank;Amy Amy Amy (Outro);"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek";Pop
360;Carnaval 2001;Vai-Vai 2001;;Soundtrack
361;Carnaval 2001;X-9 2001;;Soundtrack
362;Carnaval 2001;Gavioes 2001;;Soundtrack
363;Carnaval 2001;Nene 2001;;Soundtrack
364;Carnaval 2001;Rosas De Ouro 2001;;Soundtrack
365;Carnaval 2001;Mocidade Alegre 2001;;Soundtrack
366;Carnaval 2001;Camisa Verde 2001;;Soundtrack
367;Carnaval 2001;Leandro De Itaquera 2001;;Soundtrack
368;Carnaval 2001;Tucuruvi 2001;;Soundtrack
369;Carnaval 2001;Aguia De Ouro 2001;;Soundtrack
370;Carnaval 2001;Ipiranga 2001;;Soundtrack
371;Carnaval 2001;Morro Da Casa Verde 2001;;Soundtrack
372;Carnaval 2001;Perola Negra 2001;;Soundtrack
373;Carnaval 2001;Sao Lucas 2001;;Soundtrack
1073;As Canções de Eu Tu Eles;Óia Eu Aqui De Novo;;Soundtrack
1074;As Canções de Eu Tu Eles;Baião Da Penha;;Soundtrack
1075;As Canções de Eu Tu Eles;Esperando Na Janela;Manuca/Raimundinho DoAcordion/Targino Godim;Soundtrack
1076;As Canções de Eu Tu Eles;Juazeiro;Humberto Teixeira/Luiz Gonzaga;Soundtrack
1077;As Canções de Eu Tu Eles;Último Pau-De-Arara;Corumbá/José Gumarães/Venancio;Soundtrack
1078;As Canções de Eu Tu Eles;Asa Branca;Humberto Teixeira/Luiz Gonzaga;Soundtrack
1079;As Canções de Eu Tu Eles;Qui Nem Jiló;Humberto Teixeira/Luiz Gonzaga;Soundtrack
1080;As Canções de Eu Tu Eles;Assum Preto;Humberto Teixeira/Luiz Gonzaga;Soundtrack
1081;As Canções de Eu Tu Eles;Pau-De-Arara;"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga";Soundtrack
1082;As Canções de Eu Tu Eles;A Volta Da Asa Branca;Luiz Gonzaga/Zé Dantas;Soundtrack
1083;As Canções de Eu Tu Eles;O Amor Daqui De Casa;Gilberto Gil;Soundtrack
1084;As Canções de Eu Tu Eles;As Pegadas Do Amor;Gilberto Gil;Soundtrack
1085;As Canções de Eu Tu Eles;Lamento Sertanejo;Dominguinhos/Gilberto Gil;Soundtrack
1086;As Canções de Eu Tu Eles;Casinha Feliz;Gilberto Gil;Soundtrack
2125;Original Soundtracks 1;United Colours;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2126;Original Soundtracks 1;Slug;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2127;Original Soundtracks 1;Your Blue Room;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2128;Original Soundtracks 1;Always Forever Now;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2129;Original Soundtracks 1;A Different Kind Of Blue;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2130;Original Soundtracks 1;Beach Sequence;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2131;Original Soundtracks 1;Miss Sarajevo;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2132;Original Soundtracks 1;Ito Okashi;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2133;Original Soundtracks 1;One Minute Warning;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2134;Original Soundtracks 1;Corpse (These Chains Are Way Too Long);Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2135;Original Soundtracks 1;Elvis Ate America;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2136;Original Soundtracks 1;Plot 180;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2137;Original Soundtracks 1;Theme From The Swan;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
2138;Original Soundtracks 1;Theme From Let's Go Native;Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.;Soundtrack
3503;Koyaanisqatsi (Soundtrack from the Motion Picture);Koyaanisqatsi;Philip Glass;Soundtrack
646;Vinícius De Moraes - Sem Limite;Samba Da Bênção;;Bossa Nova
647;Vinícius De Moraes - Sem Limite;Pot-Pourri N.º 4;;Bossa Nova
648;Vinícius De Moraes - Sem Limite;Onde Anda Você;;Bossa Nova
649;Vinícius De Moraes - Sem Limite;Samba Da Volta;;Bossa Nova
650;Vinícius De Moraes - Sem Limite;Canto De Ossanha;;Bossa Nova
651;Vinícius De Moraes - Sem Limite;Pot-Pourri N.º 5;;Bossa Nova
652;Vinícius De Moraes - Sem Limite;Formosa;;Bossa Nova
653;Vinícius De Moraes - Sem Limite;Como É Duro Trabalhar;;Bossa Nova
654;Vinícius De Moraes - Sem Limite;Minha Namorada;;Bossa Nova
655;Vinícius De Moraes - Sem Limite;Por Que Será;;Bossa Nova
656;Vinícius De Moraes - Sem Limite;Berimbau;;Bossa Nova
657;Vinícius De Moraes - Sem Limite;Deixa;;Bossa Nova
658;Vinícius De Moraes - Sem Limite;Pot-Pourri N.º 2;;Bossa Nova
659;Vinícius De Moraes - Sem Limite;Samba Em Prelúdio;;Bossa Nova
660;Vinícius De Moraes - Sem Limite;Carta Ao Tom 74;;Bossa Nova
1033;My Way: The Best Of Frank Sinatra [Disc 1];My Way;claude françois/gilles thibault/jacques revaux/paul anka;Easy Listening
1034;My Way: The Best Of Frank Sinatra [Disc 1];Strangers In The Night;berthold kaempfert/charles singleton/eddie snyder;Easy Listening
1035;My Way: The Best Of Frank Sinatra [Disc 1];New York, New York;fred ebb/john kander;Easy Listening
1036;My Way: The Best Of Frank Sinatra [Disc 1];I Get A Kick Out Of You;cole porter;Easy Listening
1037;My Way: The Best Of Frank Sinatra [Disc 1];Something Stupid;carson c. parks;Easy Listening
1038;My Way: The Best Of Frank Sinatra [Disc 1];Moon River;henry mancini/johnny mercer;Easy Listening
1039;My Way: The Best Of Frank Sinatra [Disc 1];What Now My Love;carl sigman/gilbert becaud/pierre leroyer;Easy Listening
1040;My Way: The Best Of Frank Sinatra [Disc 1];Summer Love;hans bradtke/heinz meier/johnny mercer;Easy Listening
1041;My Way: The Best Of Frank Sinatra [Disc 1];For Once In My Life;orlando murden/ronald miller;Easy Listening
1042;My Way: The Best Of Frank Sinatra [Disc 1];Love And Marriage;jimmy van heusen/sammy cahn;Easy Listening
1043;My Way: The Best Of Frank Sinatra [Disc 1];They Can't Take That Away From Me;george gershwin/ira gershwin;Easy Listening
1044;My Way: The Best Of Frank Sinatra [Disc 1];My Kind Of Town;jimmy van heusen/sammy cahn;Easy Listening
1045;My Way: The Best Of Frank Sinatra [Disc 1];Fly Me To The Moon;bart howard;Easy Listening
1046;My Way: The Best Of Frank Sinatra [Disc 1];I've Got You Under My Skin;cole porter;Easy Listening
1047;My Way: The Best Of Frank Sinatra [Disc 1];The Best Is Yet To Come;carolyn leigh/cy coleman;Easy Listening
